additionalId,       name, pinji,  affixGroup, color, pinji2, wg, ng, wf, nf, , , ld, qj, gg, dc, sf, rj, , qx, nx, , , , , mz, gd, hx, hs, , , , , , , , , , , , , , gongliOffset,   ,  ,   propsDesc,  ,jiangxin,    ,    ,  ,  ,  ,  ,
6013031, 护腕库格挡3低级, 3, 6013, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.015, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 盾拒：格挡+1.5%, 0, 5, 103, 203, 0, 0, 0, 0, 
6013032, 护腕库格挡3中级, 3, 6013, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.019, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 盾拒：格挡+1.9%, 0, 6, 103, 203, 0, 0, 0, 0, 
6013041, 护腕库格挡4低级, 4, 6013, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.025, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 盾拒：格挡+2.5%, 0, 7, 104, 204, 0, 0, 0, 0, 
6013042, 护腕库格挡4中级, 4, 6013, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.031, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 盾拒：格挡+3.1%, 0, 8, 104, 204, 0, 0, 0, 0, 
6013051, 护腕库格挡5低级, 5, 6013, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.035, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 盾拒：格挡+3.5%, 0, 9, 105, 205, 0, 0, 0, 0, 
6013052, 护腕库格挡5中级, 5, 6013, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.044, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 盾拒：格挡+4.4%, 0, 10, 105, 205, 0, 0, 0, 0, 
6013061, 护腕库格挡6低级, 6, 6013, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.045, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 盾拒：格挡+4.5%, 0, 11, 106, 206, 0, 0, 0, 0, 
6013062, 护腕库格挡6中级, 6, 6013, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.056, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 盾拒：格挡+5.6%, 0, 14, 106, 206, 0, 0, 0, 0, 
6013071, 护腕库格挡7低级, 7, 6013, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.058, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 盾拒：格挡+5.8%, 0, 15, 107, 207, 0, 0, 0, 0, 
6013072, 护腕库格挡7中级, 7, 6013, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.069, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 盾拒：格挡+6.9%, 0, 16, 107, 207, 0, 0, 0, 0, 
6013081, 护腕库格挡8低级, 8, 0, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.071, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 盾拒：格挡+7.1%, 0, 15, 108, 208, 0, 0, 0, 0, 
6013082, 护腕库格挡8中级, 8, 0, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.081, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 盾拒：格挡+8.1%, 0, 19, 108, 208, 0, 0, 0, 0, 
6013091, 护腕库格挡9低级, 9, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.083, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 盾拒：格挡+8.3%, 0, 17, 109, 209, 0, 0, 0, 0, 
6013092, 护腕库格挡9中级, 9, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.094, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 盾拒：格挡+9.4%, 0, 21, 109, 209, 0, 0, 0, 0, 
6013101, 护腕库格挡10低级, 10, 0, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.096, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 盾拒：格挡+9.6%, 0, 19, 110, 210, 0, 0, 0, 0, 
6013102, 护腕库格挡10中级, 10, 0, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.106, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 盾拒：格挡+10.6%, 0, 24, 110, 210, 0, 0, 0, 0, 
6014011, 护腕库会心1低级, 1, 6014, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.001, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 超诣：会心率+0.1%, 0, 1, 101, 201, 0, 0, 0, 0, 
6014012, 护腕库会心1中级, 1, 6014, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.001, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 超诣：会心率+0.1%, 0, 2, 101, 201, 0, 0, 0, 0, 
6014021, 护腕库会心2低级, 2, 6014, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.005, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 超诣：会心率+0.5%, 0, 3, 102, 202, 0, 0, 0, 0, 
6014022, 护腕库会心2中级, 2, 6014, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.006, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 超诣：会心率+0.6%, 0, 4, 102, 202, 0, 0, 0, 0, 
6014031, 护腕库会心3低级, 3, 6014, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.01, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 超诣：会心率+1%, 0, 5, 103, 203, 0, 0, 0, 0, 
6014032, 护腕库会心3中级, 3, 6014, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.013, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 超诣：会心率+1.3%, 0, 6, 103, 203, 0, 0, 0, 0, 
6014041, 护腕库会心4低级, 4, 6014, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.015, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 超诣：会心率+1.5%, 0, 7, 104, 204, 0, 0, 0, 0, 
6014042, 护腕库会心4中级, 4, 6014, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.019, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 超诣：会心率+1.9%, 0, 8, 104, 204, 0, 0, 0, 0, 
6014051, 护腕库会心5低级, 5, 6014, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.02, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 超诣：会心率+2%, 0, 9, 105, 205, 0, 0, 0, 0, 
6014052, 护腕库会心5中级, 5, 6014, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.025, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 超诣：会心率+2.5%, 0, 10, 105, 205, 0, 0, 0, 0, 
6014061, 护腕库会心6低级, 6, 6014, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.027, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 超诣：会心率+2.7%, 0, 11, 106, 206, 0, 0, 0, 0, 
6014062, 护腕库会心6中级, 6, 6014, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.031, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 超诣：会心率+3.1%, 0, 14, 106, 206, 0, 0, 0, 0, 
6014071, 护腕库会心7低级, 7, 6014, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.033, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 超诣：会心率+3.3%, 0, 15, 107, 207, 0, 0, 0, 0, 
6014072, 护腕库会心7中级, 7, 6014, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.038, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 超诣：会心率+3.8%, 0, 16, 107, 207, 0, 0, 0, 0, 
6014081, 护腕库会心8低级, 8, 0, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.04, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 超诣：会心率+4%, 0, 15, 108, 208, 0, 0, 0, 0, 
6014082, 护腕库会心8中级, 8, 0, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.044, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 超诣：会心率+4.4%, 0, 19, 108, 208, 0, 0, 0, 0, 
6014091, 护腕库会心9低级, 9, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.046, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 超诣：会心率+4.6%, 0, 17, 109, 209, 0, 0, 0, 0, 
6014092, 护腕库会心9中级, 9, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.05, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 超诣：会心率+5%, 0, 21, 109, 209, 0, 0, 0, 0, 
6014101, 护腕库会心10低级, 10, 0, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.052, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 超诣：会心率+5.2%, 0, 19, 110, 210, 0, 0, 0, 0, 
6014102, 护腕库会心10中级, 10, 0, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.056, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 超诣：会心率+5.6%, 0, 24, 110, 210, 0, 0, 0, 0, 
6015011, 护腕库会心伤害1低级, 1, 6015, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 聚神：会心伤害+0.2%, 0, 1, 101, 201, 0, 0, 0, 0, 
6015012, 护腕库会心伤害1中级, 1, 6015, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 聚神：会心伤害+0.2%, 0, 2, 101, 201, 0, 0, 0, 0, 
6015021, 护腕库会心伤害2低级, 2, 6015, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 聚神：会心伤害+2%, 0, 3, 102, 202, 0, 0, 0, 0, 
6015022, 护腕库会心伤害2中级, 2, 6015, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 聚神：会心伤害+2.6%, 0, 4, 102, 202, 0, 0, 0, 0, 
6015031, 护腕库会心伤害3低级, 3, 6015, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.04, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 聚神：会心伤害+4%, 0, 5, 103, 203, 0, 0, 0, 0, 
6015032, 护腕库会心伤害3中级, 3, 6015, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 聚神：会心伤害+5%, 0, 6, 103, 203, 0, 0, 0, 0, 
6015041, 护腕库会心伤害4低级, 4, 6015, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 聚神：会心伤害+6%, 0, 7, 104, 204, 0, 0, 0, 0, 
6015042, 护腕库会心伤害4中级, 4, 6015, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.076, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 聚神：会心伤害+7.6%, 0, 8, 104, 204, 0, 0, 0, 0, 
6015051, 护腕库会心伤害5低级, 5, 6015, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 聚神：会心伤害+8%, 0, 9, 105, 205, 0, 0, 0, 0, 
6015052, 护腕库会心伤害5中级, 5, 6015, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 聚神：会心伤害+10%, 0, 10, 105, 205, 0, 0, 0, 0, 
6015061, 护腕库会心伤害6低级, 6, 6015, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 聚神：会心伤害+10.4%, 0, 11, 106, 206, 0, 0, 0, 0, 
6015062, 护腕库会心伤害6中级, 6, 6015, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 聚神：会心伤害+12.6%, 0, 14, 106, 206, 0, 0, 0, 0, 
6015071, 护腕库会心伤害7低级, 7, 6015, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 聚神：会心伤害+13%, 0, 15, 107, 207, 0, 0, 0, 0, 
6015072, 护腕库会心伤害7中级, 7, 6015, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 聚神：会心伤害+15%, 0, 16, 107, 207, 0, 0, 0, 0, 
6015081, 护腕库会心伤害8低级, 8, 0, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 聚神：会心伤害+15.4%, 0, 15, 108, 208, 0, 0, 0, 0, 
6015082, 护腕库会心伤害8中级, 8, 0, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 聚神：会心伤害+17.6%, 0, 19, 108, 208, 0, 0, 0, 0, 
6015091, 护腕库会心伤害9低级, 9, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 聚神：会心伤害+18%, 0, 17, 109, 209, 0, 0, 0, 0, 
6015092, 护腕库会心伤害9中级, 9, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 聚神：会心伤害+20%, 0, 21, 109, 209, 0, 0, 0, 0, 
6015101, 护腕库会心伤害10低级, 10, 0, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 聚神：会心伤害+20.4%, 0, 19, 110, 210, 0, 0, 0, 0, 
6015102, 护腕库会心伤害10中级, 10, 0, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 聚神：会心伤害+22.6%, 0, 24, 110, 210, 0, 0, 0, 0, 
6016011, 护腕库韧劲1低级, 1, 6016, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 柔缠：韧劲+0.01%, 0, 1, 101, 201, 0, 0, 0, 0, 
6016012, 护腕库韧劲1中级, 1, 6016, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 柔缠：韧劲+0.01%, 0, 2, 101, 201, 0, 0, 0, 0, 
6016021, 护腕库韧劲2低级, 2, 6016, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 柔缠：韧劲+0.3%, 0, 3, 102, 202, 0, 0, 0, 0, 
6016022, 护腕库韧劲2中级, 2, 6016, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 柔缠：韧劲+0.4%, 0, 4, 102, 202, 0, 0, 0, 0, 
6016031, 护腕库韧劲3低级, 3, 6016, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 柔缠：韧劲+0.6%, 0, 5, 103, 203, 0, 0, 0, 0, 
6016032, 护腕库韧劲3中级, 3, 6016, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 柔缠：韧劲+0.8%, 0, 6, 103, 203, 0, 0, 0, 0, 
6016041, 护腕库韧劲4低级, 4, 6016, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 柔缠：韧劲+0.9%, 0, 7, 104, 204, 0, 0, 0, 0, 
6016042, 护腕库韧劲4中级, 4, 6016, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 柔缠：韧劲+1.1%, 0, 8, 104, 204, 0, 0, 0, 0, 
6016051, 护腕库韧劲5低级, 5, 6016, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 柔缠：韧劲+1.2%, 0, 9, 105, 205, 0, 0, 0, 0, 
6016052, 护腕库韧劲5中级, 5, 6016, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 柔缠：韧劲+1.5%, 0, 10, 105, 205, 0, 0, 0, 0, 
6016061, 护腕库韧劲6低级, 6, 6016, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 柔缠：韧劲+1.6%, 0, 11, 106, 206, 0, 0, 0, 0, 
6016062, 护腕库韧劲6中级, 6, 6016, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 柔缠：韧劲+1.9%, 0, 14, 106, 206, 0, 0, 0, 0, 
6016071, 护腕库韧劲7低级, 7, 6016, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 柔缠：韧劲+2%, 0, 15, 107, 207, 0, 0, 0, 0, 
6016072, 护腕库韧劲7中级, 7, 6016, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 230, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 柔缠：韧劲+2.3%, 0, 16, 107, 207, 0, 0, 0, 0, 
6016081, 护腕库韧劲8低级, 8, 0, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 240, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 柔缠：韧劲+2.4%, 0, 15, 108, 208, 0, 0, 0, 0, 
